# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jun 28 2016 at 21:47:14+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/One_BH/manybhnear_One_BH_32x33x41.par"
#
# ADMCONSTRAINTS::HAMILTONIAN y (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	20 0 20	0	3 0.4375 0.5	0.00442926554762846
0	0	0 0 0	20 1 20	0	3 0.440625 0.5	0.00442926554762846
0	0	0 0 0	20 2 20	0	3 0.44375 0.5	-0.000306097268396228
0	0	0 0 0	20 3 20	0	3 0.446875 0.5	-0.000360654193500621
0	0	0 0 0	20 4 20	0	3 0.45 0.5	-0.00042828774613325
0	0	0 0 0	20 5 20	0	3 0.453125 0.5	-0.000513198673279403
0	0	0 0 0	20 6 20	0	3 0.45625 0.5	-0.000621307043234579
0	0	0 0 0	20 7 20	0	3 0.459375 0.5	-0.000761281093048241
0	0	0 0 0	20 8 20	0	3 0.4625 0.5	-0.000946076619972997
0	0	0 0 0	20 9 20	0	3 0.465625 0.5	-0.00119585455249188
0	0	0 0 0	20 10 20	0	3 0.46875 0.5	-0.00154323953344222
0	0	0 0 0	20 11 20	0	3 0.471875 0.5	-0.0020438213118953
0	0	0 0 0	20 12 20	0	3 0.475 0.5	-0.00279829311071016
0	0	0 0 0	20 13 20	0	3 0.478125 0.5	-0.0040029215093265
0	0	0 0 0	20 14 20	0	3 0.48125 0.5	-0.0060707006648007
0	0	0 0 0	20 15 20	0	3 0.484375 0.5	-0.00986448893282047
0	0	0 0 0	20 16 20	0	3 0.4875 0.5	-0.0146079062705162
0	0	0 0 0	20 17 20	0	3 0.490625 0.5	0.260477319863475
0	0	0 0 0	20 18 20	0	3 0.49375 0.5	-nan
0	0	0 0 0	20 19 20	0	3 0.496875 0.5	-nan
0	0	0 0 0	20 20 20	0	3 0.5 0.5	-nan
0	0	0 0 0	20 21 20	0	3 0.503125 0.5	-nan
0	0	0 0 0	20 22 20	0	3 0.50625 0.5	-nan
0	0	0 0 0	20 23 20	0	3 0.509375 0.5	0.260477319863411
0	0	0 0 0	20 24 20	0	3 0.5125 0.5	-0.014607906270512
0	0	0 0 0	20 25 20	0	3 0.515625 0.5	-0.00986448893282327
0	0	0 0 0	20 26 20	0	3 0.51875 0.5	-0.00607070066481103
0	0	0 0 0	20 27 20	0	3 0.521875 0.5	-0.00400292150931604
0	0	0 0 0	20 28 20	0	3 0.525 0.5	-0.00279829311072005
0	0	0 0 0	20 29 20	0	3 0.528125 0.5	-0.00204382131186061
0	0	0 0 0	20 30 20	0	3 0.53125 0.5	-0.00154323953345075
0	0	0 0 0	20 31 20	0	3 0.534375 0.5	-0.0011958545525425
0	0	0 0 0	20 32 20	0	3 0.5375 0.5	-0.000946076619931553
0	0	0 0 0	20 33 20	0	3 0.540625 0.5	-0.000761281093088093
0	0	0 0 0	20 34 20	0	3 0.54375 0.5	-0.000621307043146806
0	0	0 0 0	20 35 20	0	3 0.546875 0.5	-0.000513198673296421
0	0	0 0 0	20 36 20	0	3 0.55 0.5	-0.000428287746249462
0	0	0 0 0	20 37 20	0	3 0.553125 0.5	-0.000360654193395009
0	0	0 0 0	20 38 20	0	3 0.55625 0.5	-0.000306097268503664
0	0	0 0 0	20 39 20	0	3 0.559375 0.5	0.00442926554786535
0	0	0 0 0	20 40 20	0	3 0.5625 0.5	0.00442926554786535


