# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 06 2016 at 05:09:04+0000
# parameter filename: "/home/admin/simulations/ONE_BH/1BH_P0.1_NoS/1bh_p0.1_nos/manybhfar_1bh_p0.1_nos_32x33x41.par"
#
# ADMBASE::METRIC y (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0	0 0 0	20 0 20	0	5 4.9375 5	1.30483415565298 0 0 1.30483415565298 0 1.30483415565298
0	0	0 0 0	20 1 20	0	5 4.940625 5	1.30473716708865 0 0 1.30473716708865 0 1.30473716708865
0	0	0 0 0	20 2 20	0	5 4.94375 5	1.30464020665137 0 0 1.30464020665137 0 1.30464020665137
0	0	0 0 0	20 3 20	0	5 4.946875 5	1.30454327437513 0 0 1.30454327437513 0 1.30454327437513
0	0	0 0 0	20 4 20	0	5 4.95 5	1.30444637029379 0 0 1.30444637029379 0 1.30444637029379
0	0	0 0 0	20 5 20	0	5 4.953125 5	1.3043494944411 0 0 1.3043494944411 0 1.3043494944411
0	0	0 0 0	20 6 20	0	5 4.95625 5	1.30425264685068 0 0 1.30425264685068 0 1.30425264685068
0	0	0 0 0	20 7 20	0	5 4.959375 5	1.30415582755602 0 0 1.30415582755602 0 1.30415582755602
0	0	0 0 0	20 8 20	0	5 4.9625 5	1.30405903659051 0 0 1.30405903659051 0 1.30405903659051
0	0	0 0 0	20 9 20	0	5 4.965625 5	1.3039622739874 0 0 1.3039622739874 0 1.3039622739874
0	0	0 0 0	20 10 20	0	5 4.96875 5	1.30386553977984 0 0 1.30386553977984 0 1.30386553977984
0	0	0 0 0	20 11 20	0	5 4.971875 5	1.30376883400084 0 0 1.30376883400084 0 1.30376883400084
0	0	0 0 0	20 12 20	0	5 4.975 5	1.3036721566833 0 0 1.3036721566833 0 1.3036721566833
0	0	0 0 0	20 13 20	0	5 4.978125 5	1.30357550786001 0 0 1.30357550786001 0 1.30357550786001
0	0	0 0 0	20 14 20	0	5 4.98125 5	1.30347888756362 0 0 1.30347888756362 0 1.30347888756362
0	0	0 0 0	20 15 20	0	5 4.984375 5	1.30338229582668 0 0 1.30338229582668 0 1.30338229582668
0	0	0 0 0	20 16 20	0	5 4.9875 5	1.3032857326816 0 0 1.3032857326816 0 1.3032857326816
0	0	0 0 0	20 17 20	0	5 4.990625 5	1.3031891981607 0 0 1.3031891981607 0 1.3031891981607
0	0	0 0 0	20 18 20	0	5 4.99375 5	1.30309269229616 0 0 1.30309269229616 0 1.30309269229616
0	0	0 0 0	20 19 20	0	5 4.996875 5	1.30299621512005 0 0 1.30299621512005 0 1.30299621512005
0	0	0 0 0	20 20 20	0	5 5 5	1.30289976666431 0 0 1.30289976666431 0 1.30289976666431
0	0	0 0 0	20 21 20	0	5 5.003125 5	1.30280334696079 0 0 1.30280334696079 0 1.30280334696079
0	0	0 0 0	20 22 20	0	5 5.00625 5	1.3027069560412 0 0 1.3027069560412 0 1.3027069560412
0	0	0 0 0	20 23 20	0	5 5.009375 5	1.30261059393713 0 0 1.30261059393713 0 1.30261059393713
0	0	0 0 0	20 24 20	0	5 5.0125 5	1.30251426068007 0 0 1.30251426068007 0 1.30251426068007
0	0	0 0 0	20 25 20	0	5 5.015625 5	1.30241795630138 0 0 1.30241795630138 0 1.30241795630138
0	0	0 0 0	20 26 20	0	5 5.01875 5	1.30232168083231 0 0 1.30232168083231 0 1.30232168083231
0	0	0 0 0	20 27 20	0	5 5.021875 5	1.30222543430398 0 0 1.30222543430398 0 1.30222543430398
0	0	0 0 0	20 28 20	0	5 5.025 5	1.30212921674743 0 0 1.30212921674743 0 1.30212921674743
0	0	0 0 0	20 29 20	0	5 5.028125 5	1.30203302819354 0 0 1.30203302819354 0 1.30203302819354
0	0	0 0 0	20 30 20	0	5 5.03125 5	1.3019368686731 0 0 1.3019368686731 0 1.3019368686731
0	0	0 0 0	20 31 20	0	5 5.034375 5	1.30184073821677 0 0 1.30184073821677 0 1.30184073821677
0	0	0 0 0	20 32 20	0	5 5.0375 5	1.30174463685512 0 0 1.30174463685512 0 1.30174463685512
0	0	0 0 0	20 33 20	0	5 5.040625 5	1.30164856461858 0 0 1.30164856461858 0 1.30164856461858
0	0	0 0 0	20 34 20	0	5 5.04375 5	1.30155252153747 0 0 1.30155252153747 0 1.30155252153747
0	0	0 0 0	20 35 20	0	5 5.046875 5	1.301456507642 0 0 1.301456507642 0 1.301456507642
0	0	0 0 0	20 36 20	0	5 5.05 5	1.30136052296227 0 0 1.30136052296227 0 1.30136052296227
0	0	0 0 0	20 37 20	0	5 5.053125 5	1.30126456752826 0 0 1.30126456752826 0 1.30126456752826
0	0	0 0 0	20 38 20	0	5 5.05625 5	1.30116864136983 0 0 1.30116864136983 0 1.30116864136983
0	0	0 0 0	20 39 20	0	5 5.059375 5	1.30107274451673 0 0 1.30107274451673 0 1.30107274451673
0	0	0 0 0	20 40 20	0	5 5.0625 5	1.30097687699862 0 0 1.30097687699862 0 1.30097687699862


