# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jul 03 2016 at 05:49:43+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/ONE_BH/1BH_P0.3_NoS/1bh_p0.3_nos/twopunnear_1bh_p0.3_nos_30.par"
#
# ADMBASE::METRIC z (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0	0 0 0	20 20 0	0	3 0.5 0.4375	11.5166135243707 0 0 11.5166135243707 0 11.5166135243707
0	0	0 0 0	20 20 1	0	3 0.5 0.440625	11.4583295919521 0 0 11.4583295919521 0 11.4583295919521
0	0	0 0 0	20 20 2	0	3 0.5 0.44375	11.4003936685027 0 0 11.4003936685027 0 11.4003936685027
0	0	0 0 0	20 20 3	0	3 0.5 0.446875	11.3428067972423 0 0 11.3428067972423 0 11.3428067972423
0	0	0 0 0	20 20 4	0	3 0.5 0.45	11.2855698960637 0 0 11.2855698960637 0 11.2855698960637
0	0	0 0 0	20 20 5	0	3 0.5 0.453125	11.2286837612122 0 0 11.2286837612122 0 11.2286837612122
0	0	0 0 0	20 20 6	0	3 0.5 0.45625	11.1721490709041 0 0 11.1721490709041 0 11.1721490709041
0	0	0 0 0	20 20 7	0	3 0.5 0.459375	11.1159663888868 0 0 11.1159663888868 0 11.1159663888868
0	0	0 0 0	20 20 8	0	3 0.5 0.4625	11.0601361679375 0 0 11.0601361679375 0 11.0601361679375
0	0	0 0 0	20 20 9	0	3 0.5 0.465625	11.0046587533005 0 0 11.0046587533005 0 11.0046587533005
0	0	0 0 0	20 20 10	0	3 0.5 0.46875	10.9495343860631 0 0 10.9495343860631 0 10.9495343860631
0	0	0 0 0	20 20 11	0	3 0.5 0.471875	10.8947632064696 0 0 10.8947632064696 0 10.8947632064696
0	0	0 0 0	20 20 12	0	3 0.5 0.475	10.8403452571723 0 0 10.8403452571723 0 10.8403452571723
0	0	0 0 0	20 20 13	0	3 0.5 0.478125	10.7862804864208 0 0 10.7862804864208 0 10.7862804864208
0	0	0 0 0	20 20 14	0	3 0.5 0.48125	10.7325687511879 0 0 10.7325687511879 0 10.7325687511879
0	0	0 0 0	20 20 15	0	3 0.5 0.484375	10.6792098202331 0 0 10.6792098202331 0 10.6792098202331
0	0	0 0 0	20 20 16	0	3 0.5 0.4875	10.6262033771039 0 0 10.6262033771039 0 10.6262033771039
0	0	0 0 0	20 20 17	0	3 0.5 0.490625	10.5735490230741 0 0 10.5735490230741 0 10.5735490230741
0	0	0 0 0	20 20 18	0	3 0.5 0.49375	10.5212462800203 0 0 10.5212462800203 0 10.5212462800203
0	0	0 0 0	20 20 19	0	3 0.5 0.496875	10.4692945932357 0 0 10.4692945932357 0 10.4692945932357
0	0	0 0 0	20 20 20	0	3 0.5 0.5	10.4176933341832 0 0 10.4176933341832 0 10.4176933341832
0	0	0 0 0	20 20 21	0	3 0.5 0.503125	10.3664418031864 0 0 10.3664418031864 0 10.3664418031864
0	0	0 0 0	20 20 22	0	3 0.5 0.50625	10.3155392320602 0 0 10.3155392320602 0 10.3155392320602
0	0	0 0 0	20 20 23	0	3 0.5 0.509375	10.2649847866806 0 0 10.2649847866806 0 10.2649847866806
0	0	0 0 0	20 20 24	0	3 0.5 0.5125	10.2147775694953 0 0 10.2147775694953 0 10.2147775694953
0	0	0 0 0	20 20 25	0	3 0.5 0.515625	10.1649166219739 0 0 10.1649166219739 0 10.1649166219739
0	0	0 0 0	20 20 26	0	3 0.5 0.51875	10.1154009270008 0 0 10.1154009270008 0 10.1154009270008
0	0	0 0 0	20 20 27	0	3 0.5 0.521875	10.0662294112088 0 0 10.0662294112088 0 10.0662294112088
0	0	0 0 0	20 20 28	0	3 0.5 0.525	10.0174009472558 0 0 10.0174009472558 0 10.0174009472558
0	0	0 0 0	20 20 29	0	3 0.5 0.528125	9.96891435604514 0 0 9.96891435604514 0 9.96891435604514
0	0	0 0 0	20 20 30	0	3 0.5 0.53125	9.92076840888928 0 0 9.92076840888928 0 9.92076840888928
0	0	0 0 0	20 20 31	0	3 0.5 0.534375	9.87296182961867 0 0 9.87296182961867 0 9.87296182961867
0	0	0 0 0	20 20 32	0	3 0.5 0.5375	9.82549329663612 0 0 9.82549329663612 0 9.82549329663612
0	0	0 0 0	20 20 33	0	3 0.5 0.540625	9.77836144491735 0 0 9.77836144491735 0 9.77836144491735
0	0	0 0 0	20 20 34	0	3 0.5 0.54375	9.7315648679589 0 0 9.7315648679589 0 9.7315648679589
0	0	0 0 0	20 20 35	0	3 0.5 0.546875	9.68510211967372 0 0 9.68510211967372 0 9.68510211967372
0	0	0 0 0	20 20 36	0	3 0.5 0.55	9.63897171623584 0 0 9.63897171623584 0 9.63897171623584
0	0	0 0 0	20 20 37	0	3 0.5 0.553125	9.59317213787446 0 0 9.59317213787446 0 9.59317213787446
0	0	0 0 0	20 20 38	0	3 0.5 0.55625	9.54770183061862 0 0 9.54770183061862 0 9.54770183061862
0	0	0 0 0	20 20 39	0	3 0.5 0.559375	9.50255920799325 0 0 9.50255920799325 0 9.50255920799325
0	0	0 0 0	20 20 40	0	3 0.5 0.5625	9.45774265266739 0 0 9.45774265266739 0 9.45774265266739


